0.0 0.0022614762858167016 233
251497.94303022663 33767907179.13079 -2279826.2912641317 -18305786.37537481
246922.4533691019 35514829280.27697 5724419.48919228 -18300596.245966945
242348.78850391298 36293925928.02001 14407267.33656335 -18291077.0278251
237778.05785700717 37388267831.14862 23206063.539102446 -18277070.884237465
233211.3951883741 37345994431.58948 32562529.337285265 -18258460.754560374
228649.9684433675 37634796408.41591 41825669.60667736 -18235180.900947165
224094.94424679255 36982742822.02582 51396185.840691194 -18207215.91921289
219547.498245133 36489140312.379364 60764101.23346149 -18174588.506908637
215008.78571583683 35148871057.19786 70220271.65330477 -18137370.24964339
210479.94651705644 33698018296.08822 79369059.05659804 -18095675.735755008
205962.07863923145 31478152179.444836 88347407.91343792 -18049679.366768476
201456.2347506503 29999880799.87151 96585484.08656324 -17999610.505271308
196963.3981747916 27815599781.12389 104630518.95323798 -17945700.227087118
192484.50605647152 26355208465.920177 111948602.00554673 -17888177.38452678
188020.4273073144 24330374521.032143 119042725.8787644 -17827269.71267571
183571.98521882485 23064489279.92263 125440991.06894778 -17763194.98366921
179139.93983016774 21455619980.44745 131608559.80080968 -17696158.81605049
174725.01163642507 20479724134.5639 137215737.8888693 -17626340.837069828
170327.87087436178 19313542340.29708 142626538.04922342 -17553902.55417184
165949.15729542996 18794887822.941456 147583967.61126855 -17478977.813746512
161589.47422156337 18201347188.26136 152430468.93776768 -17401671.891743522
157249.40877281793 18184280846.798756 156984503.09012207 -17322054.2829863
152929.5295280586 18260603900.501534 161510926.7590317 -17240163.140871827
148630.404533027 18766415177.229164 165949070.16874 -17155994.762781493
144352.60421766565 19371039126.232174 170488950.5153492 -17069512.77441413
140096.71481259417 20303812256.841824 175097940.91541004 -16980647.79091352
135863.34143584728 21478907508.4562 179879522.49391738 -16889303.74897851
131653.118343692 23073375497.497517 184850011.0890509 -16795348.93976359
127466.7165003554 24821512526.497154 190180654.40239412 -16698610.308830488
123304.85667850975 26863731037.129726 195874766.17135045 -16598878.995582622
119168.31425962878 28925804406.170418 202074405.66617566 -16495918.162009273
115057.92842058989 31206492885.100044 208734852.12711588 -16389471.353982259
110974.60275390555 32867049082.38231 216120413.14240324 -16279267.216726294
106919.3120968839 32297463166.131695 224478527.17133668 -16165059.484017076
102893.08315976032 36100329139.972275 231601286.16140604 -16046779.987254547
98896.92485988315 37935829897.71906 240166422.65994638 -15924226.69694364
94931.96490961073 1255820285230.9768 -54783866.448590726 -15797047.303242601
90999.38835919662 1034962487127.4207 314339515.8840882 -15589028.362653676
87138.42488020133 -2610215083896.1406 1484228300.4167888 -15237871.284072582
83381.40492541743 239680903651.84818 119371132.5937082 -14985142.885106675
79646.78985301226 120536002597.34444 209066372.33201137 -14880535.841295918
75942.06688328307 61604998392.06274 253927516.62363538 -14753420.867944412
72271.00135419158 26189402042.427338 278179633.9213532 -14614924.927331962
68635.51770021472 -3953763772.149405 292261015.7864916 -14470943.208165243
65036.43403334878 -32902903046.96974 298509078.6860798 -14325572.108958734
61473.62684479547 -67485543518.09299 298928960.55889577 -14182503.975675322
57946.068304302804 -109529587236.81264 292569380.52319217 -14045708.552092213
54451.650279251764 -164567841755.0892 278948249.9129889 -13919973.808953695
50986.95125321651 -236729085863.48004 255849487.72638705 -13811365.873336568
47546.83040910918 -333013121349.8248 220742613.30931365 -13727832.726867672
44123.89273635659 -459945650303.01526 169228904.15547496 -13679899.568166882
40707.735476276444 -628267648003.9564 96332102.72525072 -13681513.94555234
37283.990715713 -848880650016.1061 -5568821.687387064 -13751124.654645039
33833.03245103075 -1133184849679.8062 -146695294.2015861 -13913034.057209698
30328.343106836393 -1487808832060.13 -341311185.0535679 -14198791.590827642
26734.523932215037 -1899411473013.2864 -610329106.9900451 -14648320.285910973
23005.09833134075 -2307050565201.5967 -983225592.0772234 -15309497.336869609
19080.731947919685 -2541644500623.168 -1501274996.0454063 -16233512.554305948
14889.356479654956 -2243487198676.0825 -2211136717.6707525 -17460495.46985423
10351.575312113417 -849848325702.3301 -3120304594.3332353 -18986474.3660569
5397.305753535735 14182475116032.906 -7090351301.028157 -20705738.410239536
0.0 0.0 0.0 -21591921.55459
